,pt1,pt2,dist,time,bat
33131,"(40.450231, -76.415776)","(40.982071, -80.356436)",443287.0,18833.0,2224340390.7027645
33132,"(40.450231, -76.415776)","(40.612658, -79.172436)",326349.0,14669.0,1641135304.0477078
33133,"(40.450231, -76.415776)","(42.020202, -80.188497)",501742.0,22041.0,2487252515.259746
33134,"(40.450231, -76.415776)","(40.812004, -80.078881)",413684.0,17651.0,2088376671.380972
33135,"(40.450231, -76.415776)","(42.122459, -80.0774)",515641.0,22579.0,2529133984.50383
33136,"(40.450231, -76.415776)","(39.224956, -74.774461)",261324.0,12651.0,1163451985.030023
33137,"(40.450231, -76.415776)","(38.485467, -75.823919)",285956.0,15378.0,1209378172.0777698
33138,"(40.450231, -76.415776)","(39.052532, -74.851683)",277771.0,13352.0,1243478633.7626987
33139,"(40.450231, -76.415776)","(43.067075, -77.306664)",395965.0,19371.0,1822031360.9501915
33140,"(40.450231, -76.415776)","(40.1216, -75.29016)",137912.0,6343.0,637008670.4841777
33141,"(40.450231, -76.415776)","(40.75717, -73.76397)",259699.0,11988.0,1180626565.4675424
33142,"(40.450231, -76.415776)","(40.67626, -74.24808)",207662.0,9769.0,922824114.2222345
33143,"(40.450231, -76.415776)","(41.07986, -75.58099)",137014.0,6355.0,754821557.5837833
33144,"(40.450231, -76.415776)","(40.75402, -73.9493)",235452.0,11314.0,1037159778.4491953
33145,"(40.450231, -76.415776)","(39.4528, -76.31311)",142749.0,8146.0,570390519.3418967
33146,"(40.450231, -76.415776)","(41.04002, -74.06268)",248123.0,11470.0,1150599917.0521243
33147,"(40.450231, -76.415776)","(36.77966, -76.23317)",555516.0,25425.0,2598781544.8389916
33148,"(40.450231, -76.415776)","(39.45187, -75.0998)",223259.0,10657.0,991604595.60527
33149,"(33.832468, -84.481028)","(30.633284, -87.041286)",486062.0,21211.0,2300914251.300515
33150,"(33.832468, -84.481028)","(34.829494, -82.310005)",245462.0,10570.0,1225519603.4150133
33151,"(33.832468, -84.481028)","(35.251751, -81.094667)",373284.0,16171.0,1822927185.734136
33152,"(33.832468, -84.481028)","(35.588154, -82.550899)",323743.0,15430.0,1624680855.1642861
33153,"(33.832468, -84.481028)","(33.632374, -84.465773)",28041.0,1535.0,137256116.62581733
33154,"(33.832468, -84.481028)","(35.184065, -80.880391)",397969.0,17310.0,1938940240.6275713
33155,"(33.832468, -84.481028)","(33.652844, -84.253832)",42059.0,2542.0,183365048.52184027
33156,"(33.832468, -84.481028)","(34.923072, -80.991091)",390184.0,17095.0,1886820661.3513603
33157,"(33.832468, -84.481028)","(34.935622, -81.042552)",381801.0,16599.0,1855180258.273409
33158,"(33.832468, -84.481028)","(35.831853, -80.243198)",487193.0,21006.0,2393685221.9222064
33159,"(33.832468, -84.481028)","(35.923838, -80.007704)",511022.0,22106.0,2522871672.302358
33160,"(33.832468, -84.481028)","(33.873935, -84.297481)",31497.0,1648.0,148683371.46612486
33161,"(33.832468, -84.481028)","(33.607933, -84.372205)",38422.0,2114.0,174849084.16660842
33162,"(33.832468, -84.481028)","(34.936731, -82.233031)",261698.0,11521.0,1288132957.8030329
33163,"(33.832468, -84.481028)","(35.519793, -82.603744)",332193.0,15135.0,1714860021.1611118
33164,"(33.832468, -84.481028)","(35.680223, -80.858077)",440354.0,19059.0,2178465550.948095
33165,"(33.832468, -84.481028)","(32.189249, -81.192721)",418926.0,17379.0,2035996031.5526607
33166,"(33.832468, -84.481028)","(36.093837, -80.209155)",519255.0,22429.0,2554439864.486127
33167,"(33.832468, -84.481028)","(30.477803, -87.304989)",517688.0,22245.0,2484198632.9977236
33168,"(33.832468, -84.481028)","(34.94618, -81.996914)",278400.0,12194.0,1358013618.5142152
33169,"(33.832468, -84.481028)","(35.467829, -84.644781)",223395.0,10092.0,1071503996.1684283
33170,"(33.832468, -84.481028)","(30.527696, -87.198188)",518016.0,22239.0,2487031415.996314
33171,"(33.832468, -84.481028)","(33.392931, -82.11295)",259535.0,11022.0,1255644514.5872774
33172,"(33.832468, -84.481028)","(32.492435, -83.740402)",185263.0,7903.0,886504518.3475118
33173,"(33.832468, -84.481028)","(34.818951, -86.942404)",335327.0,15760.0,1559894719.0990627
33174,"(33.832468, -84.481028)","(33.771564, -84.239687)",35273.0,1980.0,164208565.78265032
33175,"(33.832468, -84.481028)","(34.132047, -86.815607)",304974.0,13111.0,1494983611.4323907
33176,"(33.832468, -84.481028)","(33.618609, -83.843952)",77295.0,3526.0,360075788.15767205
33177,"(33.832468, -84.481028)","(35.122229, -80.943483)",399846.0,17383.0,1938666340.9169705
33178,"(33.832468, -84.481028)","(35.279545, -81.120447)",370208.0,16016.0,1812176921.3489876
33179,"(33.832468, -84.481028)","(36.081876, -86.686034)",375028.0,15778.0,1855460956.979317
33180,"(33.832468, -84.481028)","(33.761479, -84.536192)",13343.0,793.0,55624943.56769721
33181,"(33.832468, -84.481028)","(35.869632, -83.540182)",317163.0,15476.0,1466295755.2717814
33182,"(33.832468, -84.481028)","(33.09335, -86.792432)",276980.0,11573.0,1364727768.6675696
33183,"(33.832468, -84.481028)","(36.02452, -79.797974)",535926.0,22998.0,2644263719.4986405
33184,"(33.832468, -84.481028)","(34.65542, -84.978235)",116197.0,4957.0,576067963.9431294
33185,"(33.832468, -84.481028)","(36.1425, -86.722855)",382609.0,16143.0,1878119479.0138035
33186,"(33.832468, -84.481028)","(30.40993, -81.558774)",596869.0,24530.0,2952985569.206348
33187,"(33.832468, -84.481028)","(30.186846, -81.56631)",594324.0,24684.0,2919099091.159514
33188,"(33.832468, -84.481028)","(35.972547, -83.247995)",384187.0,16693.0,1918802923.6321692
33189,"(33.832468, -84.481028)","(30.818047, -83.999657)",385230.0,17548.0,1786159133.8370092
33190,"(33.832468, -84.481028)","(31.490414, -82.865433)",360147.0,15963.0,1687211408.9722958
33191,"(33.832468, -84.481028)","(35.277382, -80.809339)",401237.0,17411.0,1962942271.4794526
33192,"(33.832468, -84.481028)","(33.916342, -84.274911)",27900.0,1475.0,139653571.43888125
33193,"(33.832468, -84.481028)","(34.89794, -85.121699)",154110.0,6629.0,748795665.5708022
33194,"(33.832468, -84.481028)","(34.501374, -82.684429)",197107.0,8657.0,959378165.9118053
33195,"(33.832468, -84.481028)","(34.888642, -82.159227)",260182.0,11223.0,1291467829.674157
33196,"(33.832468, -84.481028)","(30.331549, -81.678282)",572626.0,23627.0,2822788875.6771274
33197,"(33.832468, -84.481028)","(33.732199, -84.574809)",18518.0,1117.0,73594669.6183514
33198,"(33.832468, -84.481028)","(33.497956, -82.089662)",244883.0,10269.0,1186014211.5704074
33199,"(33.832468, -84.481028)","(37.234356, -80.432667)",662036.0,28536.0,3381573947.667838
33200,"(33.832468, -84.481028)","(35.165628, -86.535068)",325534.0,14226.0,1583866750.0923533
33201,"(33.832468, -84.481028)","(35.966518, -83.991825)",308196.0,13765.0,1492946413.1642807
33202,"(33.832468, -84.481028)","(30.196844, -85.65117)",466332.0,21375.0,2143241445.2358794
33203,"(33.832468, -84.481028)","(35.707705, -81.394364)",397225.0,18243.0,1905682368.6101003
33204,"(33.832468, -84.481028)","(32.137126, -81.173883)",416031.0,17408.0,2007867418.5606475
33205,"(33.832468, -84.481028)","(32.347413, -88.736596)",469332.0,19173.0,2345757725.89142
33206,"(33.832468, -84.481028)","(30.559106, -88.205383)",552164.0,22612.0,2746235796.168869
33207,"(33.832468, -84.481028)","(35.42781, -83.44499)",254985.0,11999.0,1282258274.720469
33208,"(33.832468, -84.481028)","(34.955044, -82.441322)",252476.0,11276.0,1247028440.2630126
33209,"(33.832468, -84.481028)","(34.8753, -83.96176)",156827.0,7737.0,821085200.6558487
33210,"(33.832468, -84.481028)","(34.70653, -80.88195)",405448.0,17917.0,1934253675.5094419
33211,"(33.832468, -84.481028)","(30.28921, -81.38927)",607253.0,25382.0,2970198242.90919
33212,"(33.832468, -84.481028)","(33.98079, -84.52217)",22022.0,1246.0,113944365.89408295
33213,"(33.832468, -84.481028)","(36.08421, -80.06405)",528476.0,22748.0,2624461544.699482
33214,"(33.832468, -84.481028)","(30.28849, -81.40097)",606073.0,25271.0,2967688268.376777
33215,"(35.458359, -79.108203)","(34.829494, -82.310005)",345915.0,16494.0,1668799316.0581756
33216,"(35.458359, -79.108203)","(36.864044, -76.217318)",372750.0,16106.0,1796539074.5754828
33217,"(35.458359, -79.108203)","(37.083023, -76.463112)",380130.0,16568.0,1822148396.076326
33218,"(35.458359, -79.108203)","(35.251751, -81.094667)",220632.0,11029.0,1025445745.1764046
33219,"(35.458359, -79.108203)","(35.588154, -82.550899)",371734.0,16229.0,1975201301.4898326
33220,"(35.458359, -79.108203)","(35.184065, -80.880391)",205316.0,10366.0,953831659.6820204
33221,"(35.458359, -79.108203)","(39.417088, -74.538731)",763001.0,34454.0,3627582169.564063
33222,"(35.458359, -79.108203)","(39.410942, -74.53063)",763959.0,34521.0,3629049179.504746
33223,"(35.458359, -79.108203)","(34.923072, -80.991091)",220537.0,11801.0,993356073.253647
33224,"(35.458359, -79.108203)","(34.935622, -81.042552)",221149.0,11816.0,997934594.7083355
33225,"(35.458359, -79.108203)","(35.831853, -80.243198)",138161.0,6207.0,697889881.2622398
33226,"(35.458359, -79.108203)","(35.92353, -78.599883)",96784.0,4262.0,461757034.4959504
33227,"(35.458359, -79.108203)","(35.923838, -80.007704)",115776.0,5318.0,594369313.7205179
33228,"(35.458359, -79.108203)","(35.760503, -78.625345)",74174.0,3372.0,329136663.5647729
33229,"(35.458359, -79.108203)","(39.231108, -76.574575)",558089.0,24606.0,2676060910.402406
33230,"(35.458359, -79.108203)","(35.329856, -78.040702)",109926.0,6257.0,437434207.75455296
33231,"(35.458359, -79.108203)","(39.411625, -75.03746)",731797.0,32348.0,3522180320.504192
33232,"(35.458359, -79.108203)","(34.936731, -82.233031)",336075.0,16272.0,1604147724.12653
33233,"(35.458359, -79.108203)","(35.950629, -79.063354)",69608.0,3899.0,304335687.92801595
33234,"(35.458359, -79.108203)","(35.519793, -82.603744)",379990.0,16649.0,2025974791.0523224
33235,"(35.458359, -79.108203)","(35.680223, -80.858077)",220746.0,9826.0,1110231496.5439818
33236,"(35.458359, -79.108203)","(39.186951, -76.656014)",549036.0,24143.0,2644863910.948139
33237,"(35.458359, -79.108203)","(37.522579, -77.433474)",322229.0,13599.0,1572195690.8926654
33238,"(35.458359, -79.108203)","(38.97776, -77.438304)",505025.0,22256.0,2443229873.749295
33239,"(35.458359, -79.108203)","(32.189249, -81.192721)",462230.0,19686.0,2259884137.6328545
33240,"(35.458359, -79.108203)","(36.093837, -80.209155)",137052.0,6315.0,683865118.7264307
33241,"(35.458359, -79.108203)","(34.94618, -81.996914)",313971.0,15237.0,1484212335.316644
33242,"(35.458359, -79.108203)","(33.392931, -82.11295)",394353.0,19166.0,1823030172.7116895
33243,"(35.458359, -79.108203)","(32.492435, -83.740402)",618025.0,29447.0,2887980489.9160514
33244,"(35.458359, -79.108203)","(33.618609, -83.843952)",546722.0,24986.0,2648519750.7010655
33245,"(35.458359, -79.108203)","(35.122229, -80.943483)",213225.0,10785.0,982089481.516268
33246,"(35.458359, -79.108203)","(38.35917, -81.62868)",473971.0,20732.0,2329852134.977925
33247,"(35.458359, -79.108203)","(35.279545, -81.120447)",220540.0,11036.0,1030153998.1486845
33248,"(35.458359, -79.108203)","(35.869632, -83.540182)",513728.0,22818.0,2536092334.8776655
33249,"(35.458359, -79.108203)","(36.02452, -79.797974)",95357.0,4500.0,472054852.9608704
33250,"(35.458359, -79.108203)","(35.972547, -83.247995)",481628.0,21345.0,2413549956.185941
33251,"(35.458359, -79.108203)","(39.317115, -76.531988)",565994.0,25059.0,2712283602.8104134
33252,"(35.458359, -79.108203)","(31.490414, -82.865433)",672095.0,30694.0,3189897715.636477
33253,"(35.458359, -79.108203)","(35.277382, -80.809339)",189549.0,9521.0,891109056.0907665
33254,"(35.458359, -79.108203)","(34.501374, -82.684429)",402787.0,18995.0,1924832692.6188724
33255,"(35.458359, -79.108203)","(34.888642, -82.159227)",330666.0,15725.0,1590790229.384301
33256,"(35.458359, -79.108203)","(35.651702, -77.369504)",209710.0,8783.0,1008137646.6995057
33257,"(35.458359, -79.108203)","(33.497956, -82.089662)",379394.0,18332.0,1756643479.3235896
33258,"(35.458359, -79.108203)","(37.234356, -80.432667)",322534.0,14428.0,1709030484.947414
33259,"(35.458359, -79.108203)","(35.966518, -83.991825)",570171.0,24229.0,2885497891.6064334
33260,"(35.458359, -79.108203)","(38.472406, -78.878672)",432961.0,19961.0,2149644403.130336
33261,"(35.458359, -79.108203)","(36.755694, -76.224619)",371908.0,15954.0,1799280191.6596076
33262,"(35.458359, -79.108203)","(35.707705, -81.394364)",255561.0,11257.0,1302630614.1525555
33263,"(35.458359, -79.108203)","(37.39664, -79.229086)",277467.0,12856.0,1348706408.3570683
33264,"(35.458359, -79.108203)","(39.103618, -77.133408)",519237.0,22600.0,2539984114.9457874
33265,"(35.458359, -79.108203)","(39.147778, -75.498889)",650309.0,29020.0,3108270532.801991
33266,"(35.458359, -79.108203)","(34.953342, -78.890291)",68807.0,3737.0,273696772.8031498
33267,"(35.458359, -79.108203)","(39.224956, -74.774461)",764542.0,34362.0,3640852181.6019287
33268,"(35.458359, -79.108203)","(38.485467, -75.823919)",604987.0,28255.0,2811450387.545693
33269,"(35.458359, -79.108203)","(39.052532, -74.851683)",780989.0,35063.0,3721924018.080549
33270,"(35.458359, -79.108203)","(32.137126, -81.173883)",467544.0,19925.0,2284268808.6133833
33271,"(35.458359, -79.108203)","(34.28253, -77.963603)",214804.0,9861.0,983379349.8022568
33272,"(35.458359, -79.108203)","(35.42781, -83.44499)",471096.0,20944.0,2407597856.5385976
33273,"(35.458359, -79.108203)","(34.955044, -82.441322)",366323.0,17701.0,1758521262.5565975
33274,"(35.458359, -79.108203)","(34.8753, -83.96176)",559228.0,25555.0,2805016277.695737
33275,"(35.458359, -79.108203)","(34.70653, -80.88195)",219065.0,10570.0,1023840780.0707383
33276,"(35.458359, -79.108203)","(39.4528, -76.31311)",592101.0,26145.0,2848044646.3698397
33277,"(35.458359, -79.108203)","(36.77966, -76.23317)",370177.0,15847.0,1793449588.546888
33278,"(35.458359, -79.108203)","(36.08421, -80.06405)",122037.0,5549.0,638673587.8557523
33279,"(35.458359, -79.108203)","(39.45187, -75.0998)",728637.0,32442.0,3487614962.815601
33280,"(27.982257, -82.361607)","(30.633284, -87.041286)",722659.0,29390.0,3697739104.0446267
33281,"(27.982257, -82.361607)","(27.975649, -82.75459)",43176.0,2438.0,187742131.50012082
33282,"(27.982257, -82.361607)","(26.277172, -80.154367)",365199.0,16126.0,1767294457.3629057
33283,"(27.982257, -82.361607)","(30.477803, -87.304989)",756823.0,30654.0,3890453622.7550373
33284,"(27.982257, -82.361607)","(28.442255, -81.300819)",127455.0,5614.0,624097339.3718646
33285,"(27.982257, -82.361607)","(30.527696, -87.198188)",741701.0,30029.0,3813484896.2660007
33286,"(27.982257, -82.361607)","(27.90225, -82.40164)",13098.0,823.0,57461575.266974054
33287,"(27.982257, -82.361607)","(29.165471, -82.092855)",157924.0,6834.0,780997993.1372232
33288,"(27.982257, -82.361607)","(28.577246, -81.422051)",127051.0,5672.0,618132883.4387864
33289,"(27.982257, -82.361607)","(30.40993, -81.558774)",342062.0,14928.0,1676975272.3964112
33290,"(27.982257, -82.361607)","(30.186846, -81.56631)",332628.0,14176.0,1649353246.5184083
33291,"(27.982257, -82.361607)","(27.89457, -81.964574)",44372.0,2397.0,205186350.1603643
33292,"(27.982257, -82.361607)","(30.818047, -83.999657)",438378.0,18380.0,2224989335.382242
33293,"(27.982257, -82.361607)","(28.441552, -81.411516)",115898.0,5060.0,574904463.2726961
33294,"(27.982257, -82.361607)","(31.490414, -82.865433)",440380.0,19398.0,2168872848.829746
33295,"(27.982257, -82.361607)","(30.331549, -81.678282)",317819.0,14025.0,1547720243.589406
33296,"(27.982257, -82.361607)","(28.823721, -81.904059)",136198.0,5996.0,667165575.7987441
33297,"(27.982257, -82.361607)","(28.248652, -81.486722)",97660.0,4363.0,476141023.71270204
33298,"(27.982257, -82.361607)","(25.745928, -80.313403)",437530.0,17901.0,2232490501.8542523
33299,"(27.982257, -82.361607)","(30.196844, -85.65117)",599812.0,25514.0,2988848853.442207
33300,"(27.982257, -82.361607)","(29.267909, -82.191578)",160640.0,6638.0,824037924.6947899
33301,"(27.982257, -82.361607)","(25.74321, -80.31153)",437532.0,17844.0,2238177052.905777
33302,"(27.982257, -82.361607)","(30.28921, -81.38927)",351008.0,15050.0,1729286922.6172154
33303,"(27.982257, -82.361607)","(26.30703, -80.15168)",364062.0,16067.0,1766442692.747157
33304,"(27.982257, -82.361607)","(30.28849, -81.40097)",349827.0,14938.0,1729224733.9955623
33305,"(41.64338, -93.603529)","(38.966292, -94.715917)",339537.0,14188.0,1728783206.877178
33306,"(41.64338, -93.603529)","(39.058754, -95.667854)",418419.0,17001.0,2145379003.0511177
33307,"(41.64338, -93.603529)","(41.235148, -96.011954)",229008.0,9527.0,1171173610.2737305
33308,"(41.64338, -93.603529)","(40.849302, -96.771971)",315333.0,12953.0,1630839653.4880652
33309,"(41.64338, -93.603529)","(44.907104, -91.85321)",484784.0,19809.0,2486495796.2100253
33310,"(41.64338, -93.603529)","(45.152388, -93.186274)",411276.0,17060.0,2087197999.5726583
33311,"(41.64338, -93.603529)","(43.851658, -91.226449)",428983.0,17668.0,2157377644.046038
33312,"(41.64338, -93.603529)","(40.70153, -89.642572)",416537.0,17071.0,2079969996.9427779
33313,"(41.64338, -93.603529)","(44.044438, -92.514584)",335418.0,13971.0,1708161778.429985
33314,"(41.64338, -93.603529)","(44.075729, -91.730504)",388763.0,16371.0,1928498432.9502518
33315,"(41.64338, -93.603529)","(44.140319, -93.252685)",288570.0,11754.0,1508790497.225781
33316,"(41.64338, -93.603529)","(43.043029, -89.352921)",447354.0,20005.0,2163085060.069713
33317,"(41.64338, -93.603529)","(42.22456, -89.109935)",453501.0,18593.0,2296809220.2498074
33318,"(41.64338, -93.603529)","(37.737099, -97.32375)",637334.0,25287.0,3360205226.122419
33319,"(41.64338, -93.603529)","(42.971256, -89.512884)",430125.0,19145.0,2102987886.344339
33320,"(41.64338, -93.603529)","(45.217806, -93.598222)",426986.0,17620.0,2174890852.3653417
33321,"(41.64338, -93.603529)","(44.18791, -94.012676)",337850.0,14253.0,1687459514.1657598
33322,"(41.64338, -93.603529)","(44.941101, -92.373596)",443047.0,18148.0,2292630764.759851
33323,"(41.64338, -93.603529)","(42.634544, -89.030406)",496806.0,20589.0,2504477547.8844028
33324,"(41.64338, -93.603529)","(42.512003, -90.656218)",300437.0,13498.0,1424718282.6652617
33325,"(41.64338, -93.603529)","(42.488499, -92.367561)",170801.0,8285.0,790551653.5247421
33326,"(41.64338, -93.603529)","(44.843646, -93.123553)",376203.0,15303.0,1932056409.3739314
33327,"(41.64338, -93.603529)","(38.89357, -94.36045)",343415.0,14412.0,1737409737.7519312
33328,"(41.64338, -93.603529)","(44.901294, -91.856412)",484637.0,19802.0,2486147258.4381313
33329,"(41.64338, -93.603529)","(44.42734, -89.515467)",620948.0,26231.0,3133638776.5681686
33330,"(41.64338, -93.603529)","(44.91394, -89.64836)",669660.0,27729.0,3423962745.0962267
33331,"(41.64338, -93.603529)","(38.971499, -92.294316)",395193.0,17290.0,1927389963.5202332
33332,"(41.64338, -93.603529)","(38.96627, -95.700495)",424842.0,17317.0,2185568232.359611
33333,"(41.64338, -93.603529)","(38.739127, -90.388246)",542939.0,23930.0,2620200208.721118
33334,"(41.64338, -93.603529)","(38.76094, -90.066043)",572299.0,25294.0,2744631246.8660502
33335,"(41.64338, -93.603529)","(43.09407, -89.534911)",435791.0,19833.0,2091362240.2070904
33336,"(41.64338, -93.603529)","(41.161411, -96.120182)",243293.0,10149.0,1256801308.9405227
33337,"(41.64338, -93.603529)","(45.575899, -94.149195)",494299.0,20523.0,2517581980.7966347
33338,"(41.64338, -93.603529)","(38.611125, -90.193753)",566898.0,25062.0,2717388379.597654
33339,"(41.64338, -93.603529)","(44.83312, -91.44934)",519707.0,21468.0,2639664903.1159096
33340,"(41.64338, -93.603529)","(41.585882, -90.573456)",258241.0,10572.0,1298103290.2582564
33341,"(41.64338, -93.603529)","(43.090141, -88.909979)",491001.0,21834.0,2381705366.8469443
33342,"(41.64338, -93.603529)","(43.194047, -89.33686)",471787.0,21071.0,2286691077.604549
33343,"(41.64338, -93.603529)","(43.675892, -92.953638)",264850.0,10929.0,1379953392.682929
33344,"(41.64338, -93.603529)","(39.088255, -94.732123)",332612.0,13792.0,1672155820.1778398
33345,"(41.64338, -93.603529)","(39.149026, -94.617479)",319684.0,13190.0,1611719017.4412851
33346,"(41.64338, -93.603529)","(39.13353, -94.523119)",312323.0,12841.0,1573653273.27302
33347,"(41.64338, -93.603529)","(44.883888, -93.03055)",386259.0,15810.0,1955961392.146943
33348,"(41.64338, -93.603529)","(41.235744, -95.88063)",216744.0,8933.0,1116442346.5172591
33349,"(41.64338, -93.603529)","(39.091195, -94.682103)",329557.0,13622.0,1661541287.2523806
33350,"(41.64338, -93.603529)","(38.797138, -90.076424)",573868.0,25408.0,2746842530.455248
33351,"(41.64338, -93.603529)","(43.090881, -96.174499)",398976.0,16881.0,2045199009.8104985
33352,"(41.64338, -93.603529)","(41.04622, -95.915192)",252087.0,10664.0,1270429778.8028538
33353,"(41.64338, -93.603529)","(37.648431, -98.094183)",702023.0,28020.0,3708641591.2395725
33354,"(41.64338, -93.603529)","(42.47014, -92.44708)",163138.0,7913.0,755650349.7459439
33355,"(41.64338, -93.603529)","(42.511462, -90.656075)",300448.0,13501.0,1424570817.2746522
33356,"(41.64338, -93.603529)","(43.893228, -91.077717)",439315.0,17924.0,2240651064.0009775
33357,"(41.64338, -93.603529)","(45.412634, -91.84859)",528000.0,22484.0,2653365940.948632
33358,"(41.64338, -93.603529)","(43.07297, -89.38481)",446084.0,20164.0,2144881707.8224602
33359,"(41.64338, -93.603529)","(40.31694, -94.87345)",241412.0,11758.0,1141666082.569506
33360,"(38.611125, -90.193753)","(38.966292, -94.715917)",426171.0,18059.0,2185309727.431043
33361,"(38.611125, -90.193753)","(35.166531, -89.972823)",463359.0,19047.0,2337200193.6039047
33362,"(38.611125, -90.193753)","(39.834688, -86.25018)",395305.0,16826.0,1997680192.6171741
33363,"(38.611125, -90.193753)","(41.622812, -87.527426)",469431.0,19817.0,2358022247.962598
33364,"(38.611125, -90.193753)","(35.35468, -94.437379)",678636.0,27778.0,3470346470.733219
33365,"(38.611125, -90.193753)","(37.215692, -93.306068)",347927.0,14572.0,1826422667.8330405
33366,"(38.611125, -90.193753)","(35.382404, -92.390824)",544639.0,24394.0,2651956372.752514
33367,"(38.611125, -90.193753)","(35.924917, -95.000686)",636253.0,26905.0,3216204908.6631274
33368,"(38.611125, -90.193753)","(35.853211, -94.989243)",644166.0,27427.0,3235131195.2949905
33369,"(38.611125, -90.193753)","(41.822729, -87.749999)",464903.0,19303.0,2366594285.346786
33370,"(38.611125, -90.193753)","(41.010989, -87.276086)",452613.0,19677.0,2248736536.484338
33371,"(38.611125, -90.193753)","(40.074011, -86.9067)",407273.0,16760.0,2108111177.925382
33372,"(38.611125, -90.193753)","(38.134634, -85.737722)",435057.0,18255.0,2187713666.1371436
33373,"(38.611125, -90.193753)","(40.70153, -89.642572)",276290.0,11756.0,1377842034.2585306
33374,"(38.611125, -90.193753)","(38.373132, -85.747053)",423331.0,17491.0,2150600898.3875155
33375,"(38.611125, -90.193753)","(42.22456, -89.109935)",469013.0,19268.0,2415265564.1613793
33376,"(38.611125, -90.193753)","(35.838731, -94.631014)",616218.0,26599.0,3106004212.7662277
33377,"(38.611125, -90.193753)","(35.106478, -92.43572)",558599.0,23733.0,2771659795.0898676
33378,"(38.611125, -90.193753)","(40.185035, -86.53319)",443361.0,19392.0,2207989975.22246
33379,"(38.611125, -90.193753)","(39.699896, -86.314254)",374120.0,15518.0,1926804704.3071523
33380,"(38.611125, -90.193753)","(39.754424, -86.047376)",399552.0,16952.0,2030486045.3290904
33381,"(38.611125, -90.193753)","(42.012901, -87.924312)",478509.0,20465.0,2391230795.3457727
33382,"(38.611125, -90.193753)","(41.605516, -87.429389)",477822.0,20231.0,2395320252.258821
33383,"(38.611125, -90.193753)","(38.650869, -87.530561)",252248.0,11755.0,1193687301.335696
33384,"(38.611125, -90.193753)","(35.066272, -90.052743)",462693.0,19040.0,2327588777.361973
33385,"(38.611125, -90.193753)","(34.818951, -86.942404)",651009.0,26587.0,3356117297.1962886
33386,"(38.611125, -90.193753)","(41.852403, -87.642494)",474741.0,19776.0,2411225702.244237
33387,"(38.611125, -90.193753)","(41.54841, -87.85004)",437914.0,18238.0,2234219524.736107
33388,"(38.611125, -90.193753)","(39.761489, -86.008987)",403064.0,17178.0,2043066186.6549034
33389,"(38.611125, -90.193753)","(40.375027, -86.778277)",446754.0,19212.0,2231098306.9675484
33390,"(38.611125, -90.193753)","(35.821863, -90.570635)",362629.0,17267.0,1671845926.005526
33391,"(38.611125, -90.193753)","(42.512003, -90.656218)",540554.0,22759.0,2722618887.9256735
33392,"(38.611125, -90.193753)","(42.488499, -92.367561)",548092.0,24081.0,2716649394.6904182
33393,"(38.611125, -90.193753)","(38.89357, -94.36045)",397754.0,16900.0,2037773156.2461867
33394,"(38.611125, -90.193753)","(36.081876, -86.686034)",507709.0,20925.0,2593987719.66748
33395,"(38.611125, -90.193753)","(39.357391, -85.510285)",460877.0,19365.0,2363094655.601779
33396,"(38.611125, -90.193753)","(38.958804, -85.837944)",490496.0,20166.0,2516297501.3473763
33397,"(38.611125, -90.193753)","(38.971499, -92.294316)",201138.0,8797.0,1013097516.054882
33398,"(38.611125, -90.193753)","(38.739127, -90.388246)",28018.0,1530.0,137810570.1926347
33399,"(38.611125, -90.193753)","(38.156773, -85.680368)",435404.0,18255.0,2189364876.6993423
33400,"(38.611125, -90.193753)","(38.76094, -90.066043)",24706.0,1444.0,111363590.7702803
33401,"(38.611125, -90.193753)","(37.199194, -93.402643)",357819.0,14846.0,1893714845.1350257
33402,"(38.611125, -90.193753)","(35.335799, -94.384145)",676689.0,27511.0,3472461300.265879
33403,"(38.611125, -90.193753)","(41.490715, -88.141163)",407967.0,16849.0,2074960318.015134
33404,"(38.611125, -90.193753)","(41.682105, -88.063841)",433062.0,17903.0,2219001168.730152
33405,"(38.611125, -90.193753)","(39.913404, -86.259803)",401275.0,17118.0,2039361458.137198
33406,"(38.611125, -90.193753)","(40.20875, -85.376303)",486828.0,21103.0,2442906439.5736113
33407,"(38.611125, -90.193753)","(36.1425, -86.722855)",500005.0,20564.0,2548910355.065059
33408,"(38.611125, -90.193753)","(41.58805, -87.419547)",476151.0,20090.0,2396959157.8984456
33409,"(38.611125, -90.193753)","(35.042134, -90.810704)",503906.0,20588.0,2551967294.627228
33410,"(38.611125, -90.193753)","(41.64338, -93.603529)",567422.0,25080.0,2798468762.13352
33411,"(38.611125, -90.193753)","(41.585882, -90.573456)",435186.0,18118.0,2224217175.9293456
33412,"(38.611125, -90.193753)","(39.088255, -94.732123)",417118.0,17776.0,2102752535.9581687
33413,"(38.611125, -90.193753)","(39.719763, -86.264129)",378730.0,15924.0,1932099856.9560423
33414,"(38.611125, -90.193753)","(39.926194, -86.108451)",411989.0,17767.0,2062833245.0067527
33415,"(38.611125, -90.193753)","(39.149026, -94.617479)",410830.0,17601.0,2063638181.9897375
33416,"(38.611125, -90.193753)","(39.13353, -94.523119)",402052.0,17022.0,2035978507.2707162
33417,"(38.611125, -90.193753)","(35.153934, -90.138245)",446807.0,18163.0,2268009676.0878468
33418,"(38.611125, -90.193753)","(35.486391, -95.148721)",679936.0,28081.0,3458187023.980142
