,pt1,pt2,dist,time,bat
0,"(42.393167, -71.064352)","(40.718037, -73.932309)",340162.0,16527.0,1577455006.234973
1,"(42.393167, -71.064352)","(41.527246, -72.064419)",159539.0,7528.0,753447204.2951305
2,"(42.393167, -71.064352)","(42.439859, -71.257005)",20824.0,1395.0,101816664.7201396
3,"(42.393167, -71.064352)","(44.461715, -73.215217)",345032.0,15362.0,1674978658.5737457
4,"(42.393167, -71.064352)","(39.417088, -74.538731)",535266.0,24756.0,2540197452.8101745
5,"(42.393167, -71.064352)","(39.410942, -74.53063)",535274.0,24775.0,2537293407.612735
6,"(42.393167, -71.064352)","(39.914001, -75.108896)",489706.0,22896.0,2309145980.6622562
7,"(42.393167, -71.064352)","(42.748652, -71.49884)",64158.0,3645.0,290111244.4821288
8,"(42.393167, -71.064352)","(39.697476, -75.112075)",510987.0,23720.0,2429146607.9356728
9,"(42.393167, -71.064352)","(41.741747, -72.659203)",163481.0,7676.0,769199251.7303188
10,"(42.393167, -71.064352)","(39.411625, -75.03746)",534805.0,24948.0,2524770860.740527
11,"(42.393167, -71.064352)","(41.258249, -70.063098)",171155.0,14913.0,655524484.8224581
12,"(42.393167, -71.064352)","(39.811305, -74.96135)",491514.0,22972.0,2329322949.4884562
13,"(42.393167, -71.064352)","(40.122009, -74.856644)",461797.0,21529.0,2185667435.7973766
14,"(42.393167, -71.064352)","(41.662033, -70.949338)",94885.0,4590.0,447571534.2492205
15,"(42.393167, -71.064352)","(43.174856, -71.485967)",108396.0,5157.0,534155641.13541496
16,"(42.393167, -71.064352)","(42.102397, -75.839707)",486968.0,21963.0,2423410706.151542
17,"(42.393167, -71.064352)","(40.860729, -75.27151)",463779.0,21968.0,2250241043.193572
18,"(42.393167, -71.064352)","(40.191991, -74.794534)",445568.0,21340.0,2081695854.1618493
19,"(42.393167, -71.064352)","(40.387923, -74.085991)",414893.0,19631.0,1952571755.3525925
20,"(42.393167, -71.064352)","(40.247319, -74.24322)",421058.0,19849.0,1991404424.058347
21,"(42.393167, -71.064352)","(39.989815, -74.258336)",465790.0,21861.0,2198462537.1549277
22,"(42.393167, -71.064352)","(41.554634, -72.107836)",158082.0,7290.0,765411728.7773304
23,"(42.393167, -71.064352)","(41.3634, -75.730103)",478336.0,21706.0,2358676515.997768
24,"(42.393167, -71.064352)","(41.294864, -72.899122)",221463.0,10315.0,1048205972.1736907
25,"(42.393167, -71.064352)","(44.590314, -69.289139)",317974.0,14568.0,1538336810.0133395
26,"(42.393167, -71.064352)","(39.660766, -75.693486)",548808.0,25311.0,2609368387.2681613
27,"(42.393167, -71.064352)","(41.315531, -75.753889)",482528.0,21726.0,2409800490.5055175
28,"(42.393167, -71.064352)","(43.062221, -73.822235)",322335.0,14929.0,1554907320.6388674
29,"(42.393167, -71.064352)","(40.744271, -75.218923)",462827.0,22070.0,2194487380.6076393
30,"(42.393167, -71.064352)","(39.821725, -75.240765)",504436.0,23352.0,2395910419.942421
31,"(42.393167, -71.064352)","(42.251305, -71.805502)",73650.0,3751.0,381261167.4803597
32,"(42.393167, -71.064352)","(43.970783, -70.609685)",206618.0,10111.0,981808560.8662392
33,"(42.393167, -71.064352)","(40.805695, -73.880803)",328647.0,15810.0,1525969086.6553319
34,"(42.393167, -71.064352)","(43.182787, -71.495001)",106891.0,5060.0,522688824.9846872
35,"(42.393167, -71.064352)","(39.147778, -75.498889)",605959.0,28048.0,2874543483.0008273
36,"(42.393167, -71.064352)","(39.572621, -75.053406)",528299.0,24348.0,2516836779.4531393
37,"(42.393167, -71.064352)","(41.931182, -72.597616)",166657.0,7916.0,790391834.012874
38,"(42.393167, -71.064352)","(44.680358, -72.36351)",336000.0,15691.0,1690069755.2196906
39,"(42.393167, -71.064352)","(39.224956, -74.774461)",565027.0,26237.0,2671026639.697346
40,"(42.393167, -71.064352)","(38.485467, -75.823919)",694976.0,32768.0,3255993517.303571
41,"(42.393167, -71.064352)","(39.052532, -74.851683)",581546.0,26813.0,2761842792.500814
42,"(42.393167, -71.064352)","(40.1216, -75.29016)",500402.0,23131.0,2402041339.94053
43,"(42.393167, -71.064352)","(40.75717, -73.76397)",331606.0,15935.0,1548914910.5385644
44,"(42.393167, -71.064352)","(40.67626, -74.24808)",372811.0,17892.0,1738532250.5449672
45,"(42.393167, -71.064352)","(41.07986, -75.58099)",482651.0,22431.0,2447697205.393144
46,"(42.393167, -71.064352)","(40.75402, -73.9493)",336838.0,16370.0,1557339450.6215308
47,"(42.393167, -71.064352)","(41.89222, -70.90753)",71811.0,3611.0,335231730.38945466
48,"(42.393167, -71.064352)","(41.04002, -74.06268)",338640.0,16132.0,1613005929.6076152
49,"(42.393167, -71.064352)","(39.45187, -75.0998)",545169.0,25242.0,2580238740.6515107
50,"(40.718037, -73.932309)","(42.393167, -71.064352)",338895.0,16550.0,1555169131.0170865
51,"(40.718037, -73.932309)","(36.864044, -76.217318)",566753.0,27831.0,2604365880.8493137
52,"(40.718037, -73.932309)","(37.083023, -76.463112)",644397.0,29257.0,3094116719.7182064
53,"(40.718037, -73.932309)","(41.527246, -72.064419)",211168.0,10707.0,956240222.5779161
54,"(40.718037, -73.932309)","(42.439859, -71.257005)",332074.0,15970.0,1558110298.370007
55,"(40.718037, -73.932309)","(44.461715, -73.215217)",482481.0,24381.0,2191803134.0369945
56,"(40.718037, -73.932309)","(39.417088, -74.538731)",198902.0,9454.0,932237071.0238532
57,"(40.718037, -73.932309)","(42.861455, -78.800352)",603325.0,28337.0,2888659555.3046513
58,"(40.718037, -73.932309)","(39.410942, -74.53063)",198910.0,9474.0,928852062.5979934
59,"(40.718037, -73.932309)","(39.914001, -75.108896)",153342.0,7595.0,699363416.7508345
60,"(40.718037, -73.932309)","(42.748652, -71.49884)",360358.0,17563.0,1675165062.452297
61,"(40.718037, -73.932309)","(39.697476, -75.112075)",174623.0,8418.0,822852032.8157768
62,"(40.718037, -73.932309)","(42.844172, -78.747585)",598410.0,28089.0,2874356590.373754
63,"(40.718037, -73.932309)","(39.231108, -76.574575)",312502.0,14535.0,1474067018.5162973
64,"(40.718037, -73.932309)","(41.741747, -72.659203)",178318.0,9064.0,807149878.6536499
65,"(40.718037, -73.932309)","(39.411625, -75.03746)",198440.0,9646.0,915862321.4236664
66,"(40.718037, -73.932309)","(41.258249, -70.063098)",455570.0,28624.0,1887503402.4653366
67,"(40.718037, -73.932309)","(39.186951, -76.656014)",323113.0,15032.0,1536318215.9998865
68,"(40.718037, -73.932309)","(37.522579, -77.433474)",546114.0,25243.0,2591815741.9212766
69,"(40.718037, -73.932309)","(38.97776, -77.438304)",405875.0,19076.0,1932571333.8304381
70,"(40.718037, -73.932309)","(39.811305, -74.96135)",155149.0,7671.0,719942684.7525185
71,"(40.718037, -73.932309)","(40.122009, -74.856644)",125433.0,6228.0,570519906.7621602
72,"(40.718037, -73.932309)","(41.787689, -76.453971)",305886.0,15855.0,1439367050.7498977
73,"(40.718037, -73.932309)","(41.237004, -77.038235)",318812.0,14869.0,1551814879.7786157
74,"(40.718037, -73.932309)","(41.662033, -70.949338)",330099.0,16112.0,1520974073.951027
75,"(40.718037, -73.932309)","(43.174856, -71.485967)",417456.0,20360.0,1948330209.2327676
76,"(40.718037, -73.932309)","(41.157378, -77.349123)",348838.0,16183.0,1712140579.270848
77,"(40.718037, -73.932309)","(41.966439, -76.534294)",360992.0,16707.0,1781826275.273275
78,"(40.718037, -73.932309)","(40.087252, -76.095113)",240439.0,11550.0,1154827862.928759
79,"(40.718037, -73.932309)","(42.102397, -75.839707)",287128.0,13447.0,1429769385.781502
80,"(40.718037, -73.932309)","(40.860729, -75.27151)",136561.0,7141.0,684072511.9747732
81,"(40.718037, -73.932309)","(42.922551, -78.628437)",598165.0,27811.0,2896434361.949223
82,"(40.718037, -73.932309)","(40.191991, -74.794534)",109180.0,6036.0,477093443.4031706
83,"(40.718037, -73.932309)","(40.387923, -74.085991)",78529.0,4329.0,343568168.34184176
84,"(40.718037, -73.932309)","(40.247319, -74.24322)",84694.0,4547.0,383691850.2279985
85,"(40.718037, -73.932309)","(39.989815, -74.258336)",129425.0,6560.0,589643729.8337268
86,"(40.718037, -73.932309)","(41.554634, -72.107836)",211486.0,10568.0,974001346.9745346
87,"(40.718037, -73.932309)","(41.3634, -75.730103)",204694.0,10199.0,994236667.2917027
88,"(40.718037, -73.932309)","(41.294864, -72.899122)",124288.0,6709.0,545398453.904565
89,"(40.718037, -73.932309)","(42.983441, -78.91425)",622410.0,29094.0,2989470670.1643324
90,"(40.718037, -73.932309)","(44.590314, -69.289139)",655127.0,30291.0,3125652099.2486944
91,"(40.718037, -73.932309)","(40.27102, -78.83327)",485588.0,22466.0,2505442819.804107
92,"(40.718037, -73.932309)","(40.450231, -76.415776)",233795.0,11061.0,1146856719.7823198
93,"(40.718037, -73.932309)","(39.660766, -75.693486)",212443.0,10009.0,1004610890.6290398
94,"(40.718037, -73.932309)","(39.317115, -76.531988)",301718.0,14022.0,1431256080.1931806
95,"(40.718037, -73.932309)","(40.055995, -76.327723)",269245.0,12134.0,1325702161.6881
96,"(40.718037, -73.932309)","(41.315531, -75.753889)",216952.0,10273.0,1098327655.8669307
97,"(40.718037, -73.932309)","(40.724957, -76.317177)",239269.0,11828.0,1248146015.9166558
98,"(40.718037, -73.932309)","(42.938929, -78.823213)",611949.0,28653.0,2944963579.4971247
99,"(40.718037, -73.932309)","(43.062221, -73.822235)",299460.0,14188.0,1422964382.4975617
100,"(40.718037, -73.932309)","(40.744271, -75.218923)",126323.0,6548.0,599361151.599298
101,"(40.718037, -73.932309)","(40.838387, -77.787831)",383029.0,17261.0,1942905022.109623
102,"(40.718037, -73.932309)","(39.821725, -75.240765)",168071.0,8050.0,784728715.1803075
103,"(40.718037, -73.932309)","(41.125042, -78.765941)",469039.0,20512.0,2430228723.7477245
104,"(40.718037, -73.932309)","(39.974852, -76.723959)",303831.0,13956.0,1475730000.7027466
105,"(40.718037, -73.932309)","(40.23601, -77.122908)",303296.0,14138.0,1474470084.3656487
106,"(40.718037, -73.932309)","(39.497643, -76.169957)",265759.0,12452.0,1252699540.8762958
107,"(40.718037, -73.932309)","(42.251305, -71.805502)",275984.0,13484.0,1312854773.7612264
108,"(40.718037, -73.932309)","(43.970783, -70.609685)",543771.0,25834.0,2569192425.6773896
109,"(40.718037, -73.932309)","(43.139294, -77.666717)",522494.0,24842.0,2489897955.9708214
110,"(40.718037, -73.932309)","(43.120271, -76.220444)",418177.0,19437.0,2013532801.5674143
111,"(40.718037, -73.932309)","(40.805695, -73.880803)",18043.0,1289.0,67272997.09739392
112,"(40.718037, -73.932309)","(40.334523, -78.900235)",494730.0,23041.0,2448097827.068815
113,"(40.718037, -73.932309)","(39.944688, -76.793636)",312065.0,14661.0,1502229706.7101126
114,"(40.718037, -73.932309)","(38.472406, -78.878672)",571603.0,25462.0,2901303748.5394793
115,"(40.718037, -73.932309)","(36.755694, -76.224619)",579594.0,28467.0,2666432876.0396137
116,"(40.718037, -73.932309)","(43.182787, -71.495001)",415952.0,20263.0,1936835217.1066408
117,"(40.718037, -73.932309)","(39.103618, -77.133408)",371216.0,17342.0,1781118344.0774324
118,"(40.718037, -73.932309)","(39.147778, -75.498889)",269594.0,12746.0,1268088457.4428499
119,"(40.718037, -73.932309)","(39.572621, -75.053406)",191935.0,9046.0,908007331.2391946
120,"(40.718037, -73.932309)","(41.931182, -72.597616)",202841.0,10213.0,932902321.468007
121,"(40.718037, -73.932309)","(44.680358, -72.36351)",569744.0,27201.0,2761703535.937597
122,"(40.718037, -73.932309)","(39.224956, -74.774461)",228662.0,10936.0,1066514079.4802212
123,"(40.718037, -73.932309)","(38.485467, -75.823919)",358611.0,17466.0,1653509075.137807
124,"(40.718037, -73.932309)","(39.052532, -74.851683)",245181.0,11511.0,1157030202.281209
125,"(40.718037, -73.932309)","(43.067075, -77.306664)",493425.0,23562.0,2347458298.197326
126,"(40.718037, -73.932309)","(40.1216, -75.29016)",164038.0,7829.0,791693689.4197862
127,"(40.718037, -73.932309)","(40.75717, -73.76397)",18064.0,1223.0,73739970.65845336
128,"(40.718037, -73.932309)","(40.67626, -74.24808)",35571.0,2401.0,145898369.98055887
129,"(40.718037, -73.932309)","(41.07986, -75.58099)",169732.0,8276.0,945239956.3737559
130,"(40.718037, -73.932309)","(40.75402, -73.9493)",6171.0,658.0,18588223.64094156
131,"(40.718037, -73.932309)","(41.89222, -70.90753)",328323.0,16442.0,1501306163.5996153
132,"(40.718037, -73.932309)","(39.4528, -76.31311)",275505.0,12811.0,1310047217.7474918
133,"(40.718037, -73.932309)","(41.04002, -74.06268)",51683.0,3034.0,247815830.80077124
134,"(40.718037, -73.932309)","(36.77966, -76.23317)",577102.0,28324.0,2654749750.352242
135,"(40.718037, -73.932309)","(39.45187, -75.0998)",208805.0,9940.0,973321090.417602
136,"(35.65758, -105.993406)","(39.586805, -110.813433)",808834.0,35868.0,3811946220.1327705
137,"(35.65758, -105.993406)","(35.095006, -106.624119)",92100.0,4108.0,290682662.18758166
138,"(35.65758, -105.993406)","(32.214451, -110.945473)",811021.0,32608.0,3768422280.044615
139,"(35.65758, -105.993406)","(39.073697, -108.582361)",648339.0,31279.0,2797945606.5413046
140,"(35.65758, -105.993406)","(33.984094, -106.887526)",223841.0,9098.0,952153789.3000458
141,"(35.65758, -105.993406)","(32.178328, -110.960207)",808293.0,32458.0,3769529791.3235483
142,"(35.65758, -105.993406)","(32.267665, -107.768747)",467397.0,19452.0,2130285881.3499122
143,"(35.65758, -105.993406)","(35.189976, -101.706309)",461555.0,18208.0,2122914546.0095875
144,"(35.65758, -105.993406)","(35.191937, -101.760916)",456451.0,17999.0,2098004809.4630508
145,"(35.65758, -105.993406)","(37.183969, -104.499646)",317803.0,12357.0,1615312672.8518207
146,"(35.65758, -105.993406)","(36.706596, -101.443207)",544325.0,22409.0,2424930305.5435953
147,"(35.65758, -105.993406)","(35.079896, -106.746225)",102440.0,4426.0,363300698.49767184
148,"(35.65758, -105.993406)","(35.064935, -106.784483)",106418.0,4569.0,439140146.88928616
149,"(35.65758, -105.993406)","(32.267588, -107.774524)",467917.0,19477.0,2133349542.3568356
150,"(35.65758, -105.993406)","(35.01643, -110.675005)",513621.0,19802.0,2557680644.6541805
151,"(35.65758, -105.993406)","(36.71838, -108.167694)",325053.0,13814.0,1490578401.0959609
152,"(35.65758, -105.993406)","(38.945105, -104.724068)",536170.0,21160.0,2813251206.872683
153,"(35.65758, -105.993406)","(31.940555, -102.169802)",709123.0,29278.0,3229137018.105161
154,"(35.65758, -105.993406)","(38.54421, -106.92517)",424750.0,20419.0,2071468348.7909687
155,"(35.65758, -105.993406)","(35.004614, -106.032837)",86767.0,4517.0,341656778.7817017
156,"(35.65758, -105.993406)","(33.39639, -110.76888)",678903.0,27495.0,3201113286.3428445
157,"(38.966292, -94.715917)","(39.058754, -95.667854)",98093.0,4187.0,475714003.23281157
158,"(38.966292, -94.715917)","(35.166531, -89.972823)",732001.0,33077.0,3436265527.6481776
159,"(38.966292, -94.715917)","(36.093705, -95.863764)",394861.0,16092.0,1982010820.0608165
160,"(38.966292, -94.715917)","(36.144924, -97.086989)",482708.0,18661.0,2548435106.9683585
161,"(38.966292, -94.715917)","(35.35468, -94.437379)",463245.0,19444.0,2272718795.9630384
162,"(38.966292, -94.715917)","(35.463717, -97.619498)",550176.0,21179.0,2937236086.1683264
163,"(38.966292, -94.715917)","(35.494079, -97.511596)",538107.0,20652.0,2873867444.018167
164,"(38.966292, -94.715917)","(36.264897, -95.854698)",348891.0,15337.0,1656604981.2948215
165,"(38.966292, -94.715917)","(37.215692, -93.306068)",262729.0,11714.0,1294155898.4878032
166,"(38.966292, -94.715917)","(41.235148, -96.011954)",317776.0,13168.0,1602149824.4156668
167,"(38.966292, -94.715917)","(40.849302, -96.771971)",339694.0,14659.0,1684625916.5106516
168,"(38.966292, -94.715917)","(35.382404, -92.390824)",523776.0,24381.0,2440286249.776106
169,"(38.966292, -94.715917)","(35.924917, -95.000686)",401764.0,17618.0,1939929286.8826637
170,"(38.966292, -94.715917)","(35.853211, -94.989243)",409677.0,18139.0,1960898630.0690787
171,"(38.966292, -94.715917)","(35.434767, -97.424626)",542723.0,20887.0,2894145151.570555
172,"(38.966292, -94.715917)","(36.106651, -97.051781)",486408.0,19007.0,2538528261.392587
173,"(38.966292, -94.715917)","(35.539229, -98.659654)",647446.0,24806.0,3507077814.4992957
174,"(38.966292, -94.715917)","(35.246922, -97.461247)",564034.0,21760.0,3004506056.866988
175,"(38.966292, -94.715917)","(35.464849, -97.584064)",545761.0,20983.0,2913103447.0217924
176,"(38.966292, -94.715917)","(35.457897, -97.688507)",556297.0,21426.0,2973546204.9503145
177,"(38.966292, -94.715917)","(36.127685, -95.995789)",403562.0,16609.0,2003057645.6331673
178,"(38.966292, -94.715917)","(36.434113, -99.427596)",623224.0,25180.0,3292409075.8256135
179,"(38.966292, -94.715917)","(35.40817, -99.379767)",718035.0,27570.0,3909907913.3787036
180,"(38.966292, -94.715917)","(35.608029, -97.530713)",530413.0,20239.0,2842856934.360264
181,"(38.966292, -94.715917)","(35.490972, -98.967096)",677409.0,26010.0,3660701359.977173
182,"(38.966292, -94.715917)","(35.838731, -94.631014)",400827.0,18264.0,1920676994.1070995
183,"(38.966292, -94.715917)","(35.106478, -92.43572)",618564.0,24901.0,3122177079.561499
184,"(38.966292, -94.715917)","(37.737099, -97.32375)",296264.0,11591.0,1582618373.591642
185,"(38.966292, -94.715917)","(35.066272, -90.052743)",731335.0,33070.0,3427343264.374225
186,"(38.966292, -94.715917)","(35.395749, -97.267868)",558291.0,21565.0,2971585429.5461636
187,"(38.966292, -94.715917)","(35.821863, -90.570635)",628919.0,28800.0,2918983051.766607
188,"(38.966292, -94.715917)","(42.512003, -90.656218)",638390.0,27468.0,3110455090.5618954
189,"(38.966292, -94.715917)","(42.488499, -92.367561)",508754.0,22255.0,2468682732.8479495
190,"(38.966292, -94.715917)","(38.89357, -94.36045)",38609.0,1957.0,169006794.20888194
191,"(38.966292, -94.715917)","(38.971499, -92.294316)",225792.0,9663.0,1087878503.29873
192,"(38.966292, -94.715917)","(38.96627, -95.700495)",104516.0,4504.0,512705649.1934101
193,"(38.966292, -94.715917)","(38.739127, -90.388246)",398410.0,16798.0,1947736753.5205367
194,"(38.966292, -94.715917)","(38.76094, -90.066043)",427769.0,18163.0,2071267786.2236872
195,"(38.966292, -94.715917)","(37.199194, -93.402643)",272587.0,11999.0,1352050856.04414
196,"(38.966292, -94.715917)","(35.335799, -94.384145)",461298.0,19177.0,2273751302.0857825
197,"(38.966292, -94.715917)","(41.161411, -96.120182)",316832.0,13487.0,1588897258.6561682
198,"(38.966292, -94.715917)","(35.309665, -99.631741)",744273.0,28566.0,4046365657.2841554
199,"(38.966292, -94.715917)","(36.249164, -95.333829)",347609.0,14634.0,1698783291.2583456
200,"(38.966292, -94.715917)","(36.127057, -96.352955)",435070.0,17839.0,2188674699.119452
201,"(38.966292, -94.715917)","(35.58558, -97.58744)",538210.0,20698.0,2865756598.227491
202,"(38.966292, -94.715917)","(35.042134, -90.810704)",803682.0,32239.0,4071254332.8737283
203,"(38.966292, -94.715917)","(41.64338, -93.603529)",339154.0,14171.0,1686918217.7566493
204,"(38.966292, -94.715917)","(38.611125, -90.193753)",422443.0,17963.0,2037870286.0896087
205,"(38.966292, -94.715917)","(41.585882, -90.573456)",596194.0,24543.0,3000085152.6142445
206,"(38.966292, -94.715917)","(39.088255, -94.732123)",23603.0,1304.0,75217832.81761935
207,"(38.966292, -94.715917)","(39.149026, -94.617479)",25632.0,1484.0,79468946.35009673
208,"(38.966292, -94.715917)","(36.113892, -95.889587)",392174.0,16026.0,1964750855.9255064
209,"(38.966292, -94.715917)","(39.13353, -94.523119)",29171.0,1659.0,96686654.93433388
210,"(38.966292, -94.715917)","(36.535661, -97.33916)",415780.0,15879.0,2217410031.030476
211,"(38.966292, -94.715917)","(35.153934, -90.138245)",715449.0,32193.0,3363385063.728546
212,"(38.966292, -94.715917)","(35.486391, -95.148721)",445447.0,18793.0,2177270664.392371
213,"(38.966292, -94.715917)","(35.201617, -91.732791)",696189.0,28332.0,3486530121.811209
214,"(38.966292, -94.715917)","(35.150538, -97.479381)",575196.0,22256.0,3056119223.0103617
215,"(38.966292, -94.715917)","(36.167392, -94.119169)",355443.0,15280.0,1783645869.014538
216,"(38.966292, -94.715917)","(41.235744, -95.88063)",305496.0,12570.0,1546755676.3940682
217,"(38.966292, -94.715917)","(35.02927, -94.647628)",507207.0,21754.0,2459197702.2110143
218,"(38.966292, -94.715917)","(35.626543, -97.496058)",524571.0,20229.0,2784799579.9161468
219,"(38.966292, -94.715917)","(36.161696, -95.829403)",385408.0,15709.0,1934508126.771113
220,"(38.966292, -94.715917)","(39.091195, -94.682103)",17556.0,972.0,47164013.4075632
221,"(38.966292, -94.715917)","(38.797138, -90.076424)",429339.0,18277.0,2068892188.3882136
222,"(38.966292, -94.715917)","(35.840761, -98.419831)",584565.0,23091.0,3094219249.717271
223,"(38.966292, -94.715917)","(35.392817, -97.422948)",547353.0,21213.0,2910649790.3617177
224,"(38.966292, -94.715917)","(35.478088, -97.741089)",561747.0,21589.0,3016374638.494337
225,"(38.966292, -94.715917)","(35.25655, -96.671004)",533167.0,21615.0,2727516528.9194913
226,"(38.966292, -94.715917)","(35.507948, -97.564657)",539773.0,20699.0,2885620758.125201
227,"(38.966292, -94.715917)","(35.462338, -97.654087)",552915.0,21256.0,2956725602.6867776
228,"(38.966292, -94.715917)","(35.87844, -97.392471)",489957.0,18654.0,2620317519.141532
229,"(38.966292, -94.715917)","(41.04622, -95.915192)",288305.0,12183.0,1431461879.1879067
230,"(38.966292, -94.715917)","(37.648431, -98.094183)",360953.0,14323.0,1925036280.561434
231,"(38.966292, -94.715917)","(42.47014, -92.44708)",501091.0,21883.0,2441642948.723436
232,"(38.966292, -94.715917)","(42.511462, -90.656075)",638401.0,27471.0,3110284229.7673874
233,"(38.966292, -94.715917)","(36.081743, -96.054325)",408031.0,16691.0,2053292744.4596436
234,"(38.966292, -94.715917)","(36.751521, -96.000152)",312479.0,14087.0,1461674189.2021434
235,"(38.966292, -94.715917)","(36.221004, -95.83666)",381764.0,15581.0,1904267987.2573087
236,"(38.966292, -94.715917)","(40.31694, -94.87345)",164142.0,7033.0,827075410.7500019
237,"(39.058754, -95.667854)","(38.966292, -94.715917)",97189.0,4192.0,491155986.4234931
238,"(39.058754, -95.667854)","(36.093705, -95.863764)",370281.0,16894.0,1752774581.8524132
239,"(39.058754, -95.667854)","(36.144924, -97.086989)",413245.0,16076.0,2193349939.8605385
240,"(39.058754, -95.667854)","(35.35468, -94.437379)",568646.0,23182.0,2867733510.1462917
241,"(39.058754, -95.667854)","(35.463717, -97.619498)",480713.0,18593.0,2582138037.43883
242,"(39.058754, -95.667854)","(35.494079, -97.511596)",468644.0,18067.0,2518629838.3782406
243,"(39.058754, -95.667854)","(36.264897, -95.854698)",350335.0,16050.0,1646024766.2713335
244,"(39.058754, -95.667854)","(37.215692, -93.306068)",356142.0,15349.0,1798476674.8471496
245,"(39.058754, -95.667854)","(41.235148, -96.011954)",264534.0,11925.0,1284082192.2543833
246,"(39.058754, -95.667854)","(40.849302, -96.771971)",278908.0,12638.0,1361015919.8016922
247,"(39.058754, -95.667854)","(35.382404, -92.390824)",617189.0,28016.0,2935115092.9797163
248,"(39.058754, -95.667854)","(35.924917, -95.000686)",430942.0,20301.0,2018736802.3916483
249,"(39.058754, -95.667854)","(35.853211, -94.989243)",465666.0,20626.0,2254522415.743029
250,"(39.058754, -95.667854)","(35.434767, -97.424626)",473259.0,18301.0,2539049340.5183
251,"(39.058754, -95.667854)","(36.106651, -97.051781)",416945.0,16422.0,2183781957.400215
252,"(39.058754, -95.667854)","(35.539229, -98.659654)",577983.0,22221.0,3151765288.5645113
253,"(39.058754, -95.667854)","(35.246922, -97.461247)",494571.0,19175.0,2649357173.2311645
254,"(39.058754, -95.667854)","(35.464849, -97.584064)",476298.0,18398.0,2557896273.581761
255,"(39.058754, -95.667854)","(35.457897, -97.688507)",486834.0,18841.0,2618361798.4815035
256,"(39.058754, -95.667854)","(36.127685, -95.995789)",357432.0,16706.0,1661671387.5096712
257,"(39.058754, -95.667854)","(36.434113, -99.427596)",553761.0,22594.0,2939203712.0722694
258,"(39.058754, -95.667854)","(35.40817, -99.379767)",648572.0,24985.0,3554642760.672202
259,"(39.058754, -95.667854)","(35.608029, -97.530713)",460950.0,17654.0,2487492189.2827916
260,"(39.058754, -95.667854)","(35.490972, -98.967096)",607946.0,23424.0,3305531867.6411347
261,"(39.058754, -95.667854)","(35.838731, -94.631014)",506228.0,22003.0,2504009698.3849955
262,"(39.058754, -95.667854)","(35.106478, -92.43572)",723964.0,28640.0,3721825710.721774
263,"(39.058754, -95.667854)","(37.737099, -97.32375)",226801.0,9006.0,1218738268.2032046
264,"(39.058754, -95.667854)","(35.395749, -97.267868)",488828.0,18979.0,2616566118.2816153
265,"(39.058754, -95.667854)","(42.488499, -92.367561)",588626.0,25168.0,2910936990.6087437
266,"(39.058754, -95.667854)","(38.89357, -94.36045)",129470.0,5573.0,648216411.02976
267,"(39.058754, -95.667854)","(38.971499, -92.294316)",306002.0,12631.0,1540912568.549782
268,"(39.058754, -95.667854)","(38.96627, -95.700495)",12525.0,864.0,59347580.86843518
269,"(39.058754, -95.667854)","(37.199194, -93.402643)",366000.0,15634.0,1857268428.3700776
270,"(39.058754, -95.667854)","(35.335799, -94.384145)",566698.0,22915.0,2870030309.2663307
271,"(39.058754, -95.667854)","(41.161411, -96.120182)",262877.0,11859.0,1291006294.588709
272,"(39.058754, -95.667854)","(35.309665, -99.631741)",674810.0,25981.0,3691090888.756081
273,"(39.058754, -95.667854)","(36.249164, -95.333829)",376786.0,17317.0,1769662503.4766383
274,"(39.058754, -95.667854)","(36.127057, -96.352955)",388576.0,17918.0,1837195993.6295078
275,"(39.058754, -95.667854)","(35.58558, -97.58744)",468747.0,18112.0,2510675664.190589
276,"(39.058754, -95.667854)","(41.64338, -93.603529)",419026.0,17084.0,2138902427.268664
277,"(39.058754, -95.667854)","(39.088255, -94.732123)",90031.0,3683.0,444275327.70293814
278,"(39.058754, -95.667854)","(39.149026, -94.617479)",102334.0,4325.0,493573139.47835374
279,"(39.058754, -95.667854)","(36.113892, -95.889587)",367917.0,16853.0,1739109720.5657816
280,"(39.058754, -95.667854)","(39.13353, -94.523119)",109381.0,4626.0,531689520.463832
281,"(39.058754, -95.667854)","(36.535661, -97.33916)",346317.0,13294.0,1862041817.1446776
282,"(39.058754, -95.667854)","(35.486391, -95.148721)",471337.0,20642.0,2272851010.0346537
283,"(39.058754, -95.667854)","(35.201617, -91.732791)",801589.0,32071.0,4084837259.207527
284,"(39.058754, -95.667854)","(35.150538, -97.479381)",505733.0,19671.0,2701042184.2181377
285,"(39.058754, -95.667854)","(36.167392, -94.119169)",460843.0,19018.0,2374429137.159723
286,"(39.058754, -95.667854)","(41.235744, -95.88063)",261721.0,11451.0,1289356707.583778
287,"(39.058754, -95.667854)","(35.626543, -97.496058)",455108.0,17644.0,2429679978.464866
288,"(39.058754, -95.667854)","(36.161696, -95.829403)",364966.0,16710.0,1720123679.3045743
289,"(39.058754, -95.667854)","(39.091195, -94.682103)",94676.0,3814.0,468776470.8191642
290,"(39.058754, -95.667854)","(35.840761, -98.419831)",515102.0,20506.0,2739838142.263977
291,"(39.058754, -95.667854)","(35.392817, -97.422948)",477890.0,18627.0,2555734830.1869683
292,"(39.058754, -95.667854)","(35.478088, -97.741089)",492284.0,19004.0,2661141064.397184
293,"(39.058754, -95.667854)","(35.25655, -96.671004)",556461.0,21578.0,2954942975.504956
