,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
0,"{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.718037), np.float64(-73.932309)), 'dist': 340157, 'time': 16639, 'bat': np.float64(1573035721.0281672)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.527246), np.float64(-72.064419)), 'dist': 159537, 'time': 7641, 'bat': np.float64(748493820.7796407)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(42.439859), np.float64(-71.257005)), 'dist': 20760, 'time': 1444, 'bat': np.float64(101045078.22061664)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(44.461715), np.float64(-73.215217)), 'dist': 345012, 'time': 15394, 'bat': np.float64(1673511304.825981)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.417088), np.float64(-74.538731)), 'dist': 536156, 'time': 25342, 'bat': np.float64(2515606540.497546)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.410942), np.float64(-74.53063)), 'dist': 536546, 'time': 25387, 'bat': np.float64(2509380328.7365174)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.914001), np.float64(-75.108896)), 'dist': 489692, 'time': 23404, 'bat': np.float64(2283488349.638844)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(42.748652), np.float64(-71.49884)), 'dist': 62704, 'time': 3293, 'bat': np.float64(292857942.5306147)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.697476), np.float64(-75.112075)), 'dist': 507232, 'time': 24252, 'bat': np.float64(2371959763.043207)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.741747), np.float64(-72.659203)), 'dist': 163471, 'time': 7789, 'bat': np.float64(764285591.3868917)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.411625), np.float64(-75.03746)), 'dist': 534789, 'time': 25747, 'bat': np.float64(2483563808.756948)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.258249), np.float64(-70.063098)), 'dist': 170001, 'time': 14975, 'bat': np.float64(649956350.9413598)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.811305), np.float64(-74.96135)), 'dist': 491499, 'time': 23491, 'bat': np.float64(2303115422.9865427)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.122009), np.float64(-74.856644)), 'dist': 461781, 'time': 22047, 'bat': np.float64(2159237976.1912637)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.662033), np.float64(-70.949338)), 'dist': 93726, 'time': 4639, 'bat': np.float64(437392584.8337395)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(43.174856), np.float64(-71.485967)), 'dist': 108374, 'time': 5183, 'bat': np.float64(532995640.9876843)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(42.102397), np.float64(-75.839707)), 'dist': 486609, 'time': 21991, 'bat': np.float64(2420473250.791772)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.860729), np.float64(-75.27151)), 'dist': 460123, 'time': 22198, 'bat': np.float64(2213710789.865867)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.191991), np.float64(-74.794534)), 'dist': 445553, 'time': 21839, 'bat': np.float64(2058331750.4349222)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.387923), np.float64(-74.085991)), 'dist': 414027, 'time': 20294, 'bat': np.float64(1912534681.3002195)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.247319), np.float64(-74.24322)), 'dist': 419871, 'time': 20441, 'bat': np.float64(1954142854.6289518)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.989815), np.float64(-74.258336)), 'dist': 465771, 'time': 22390, 'bat': np.float64(2172055010.8652115)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.554634), np.float64(-72.107836)), 'dist': 158080, 'time': 7400, 'bat': np.float64(760264597.8571552)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.3634), np.float64(-75.730103)), 'dist': 478334, 'time': 21949, 'bat': np.float64(2345560013.310548)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.294864), np.float64(-72.899122)), 'dist': 221447, 'time': 10430, 'bat': np.float64(1042268152.0440648)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(44.590314), np.float64(-69.289139)), 'dist': 318861, 'time': 14723, 'bat': np.float64(1536071219.8693554)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.660766), np.float64(-75.693486)), 'dist': 548791, 'time': 25831, 'bat': np.float64(2581230698.571267)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.315531), np.float64(-75.753889)), 'dist': 482525, 'time': 21969, 'bat': np.float64(2396305442.9606357)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(43.062221), np.float64(-73.822235)), 'dist': 322332, 'time': 15038, 'bat': np.float64(1549958967.666863)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.744271), np.float64(-75.218923)), 'dist': 462815, 'time': 22387, 'bat': np.float64(2179600098.262613)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.821725), np.float64(-75.240765)), 'dist': 506201, 'time': 23937, 'bat': np.float64(2378154191.860076)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(42.251305), np.float64(-71.805502)), 'dist': 71186, 'time': 3812, 'bat': np.float64(358771097.4898089)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(43.970783), np.float64(-70.609685)), 'dist': 206619, 'time': 9936, 'bat': np.float64(991571814.4724286)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.805695), np.float64(-73.880803)), 'dist': 328637, 'time': 15922, 'bat': np.float64(1521328400.8213189)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(43.182787), np.float64(-71.495001)), 'dist': 106875, 'time': 5091, 'bat': np.float64(521062714.5104952)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.147778), np.float64(-75.498889)), 'dist': 609053, 'time': 28583, 'bat': np.float64(2869142025.002506)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.572621), np.float64(-75.053406)), 'dist': 528288, 'time': 24965, 'bat': np.float64(2483573860.843757)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.931182), np.float64(-72.597616)), 'dist': 166641, 'time': 8014, 'bat': np.float64(786328579.2106434)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(44.680358), np.float64(-72.36351)), 'dist': 335984, 'time': 15728, 'bat': np.float64(1688608585.4286103)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.224956), np.float64(-74.774461)), 'dist': 565008, 'time': 26778, 'bat': np.float64(2642412740.681455)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(38.485467), np.float64(-75.823919)), 'dist': 699619, 'time': 33427, 'bat': np.float64(3255476454.8080964)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.052532), np.float64(-74.851683)), 'dist': 583486, 'time': 27315, 'bat': np.float64(2749957045.942372)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.1216), np.float64(-75.29016)), 'dist': 500387, 'time': 23649, 'bat': np.float64(2374980289.4798565)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.75717), np.float64(-73.76397)), 'dist': 331599, 'time': 16043, 'bat': np.float64(1544523696.9485836)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.67626), np.float64(-74.24808)), 'dist': 372060, 'time': 18238, 'bat': np.float64(1717721271.7998827)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.07986), np.float64(-75.58099)), 'dist': 482615, 'time': 22713, 'bat': np.float64(2432382430.2844996)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(40.75402), np.float64(-73.9493)), 'dist': 336829, 'time': 16498, 'bat': np.float64(1551958759.3314855)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.89222), np.float64(-70.90753)), 'dist': 70651, 'time': 3660, 'bat': np.float64(325692374.7914617)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(41.04002), np.float64(-74.06268)), 'dist': 337416, 'time': 16371, 'bat': np.float64(1593533431.2348835)}","{'pt1': (np.float64(42.393167), np.float64(-71.064352)), 'pt2': (np.float64(39.45187), np.float64(-75.0998)), 'dist': 545149, 'time': 25855, 'bat': np.float64(2547777539.247379)}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.393167), np.float64(-71.064352)), 'dist': 338886, 'time': 16618, 'bat': np.float64(1551795681.5523582)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(36.864044), np.float64(-76.217318)), 'dist': 571408, 'time': 28154, 'bat': np.float64(2621202735.41095)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(37.083023), np.float64(-76.463112)), 'dist': 644386, 'time': 29402, 'bat': np.float64(3085572521.1968718)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.527246), np.float64(-72.064419)), 'dist': 211166, 'time': 10734, 'bat': np.float64(954940232.9694617)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.439859), np.float64(-71.257005)), 'dist': 332065, 'time': 15977, 'bat': np.float64(1558104521.3421707)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(44.461715), np.float64(-73.215217)), 'dist': 481907, 'time': 24419, 'bat': np.float64(2186361588.1785226)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.417088), np.float64(-74.538731)), 'dist': 199801, 'time': 9607, 'bat': np.float64(930535215.7288928)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.861455), np.float64(-78.800352)), 'dist': 604186, 'time': 28396, 'bat': np.float64(2891891798.8711286)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.410942), np.float64(-74.53063)), 'dist': 200191, 'time': 9652, 'bat': np.float64(928428087.3674241)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.914001), np.float64(-75.108896)), 'dist': 153337, 'time': 7669, 'bat': np.float64(696030571.5841873)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.748652), np.float64(-71.49884)), 'dist': 360322, 'time': 17539, 'bat': np.float64(1676434434.0397377)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.697476), np.float64(-75.112075)), 'dist': 170877, 'time': 8516, 'bat': np.float64(792379569.165908)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.844172), np.float64(-78.747585)), 'dist': 599274, 'time': 28147, 'bat': np.float64(2877660373.352728)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.231108), np.float64(-76.574575)), 'dist': 312495, 'time': 14623, 'bat': np.float64(1469259598.6416059)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.741747), np.float64(-72.659203)), 'dist': 178311, 'time': 9065, 'bat': np.float64(806997711.3752177)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.411625), np.float64(-75.03746)), 'dist': 198434, 'time': 10012, 'bat': np.float64(899294481.606874)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.258249), np.float64(-70.063098)), 'dist': 454952, 'time': 28679, 'bat': np.float64(1883213025.6162226)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.186951), np.float64(-76.656014)), 'dist': 323106, 'time': 15122, 'bat': np.float64(1531183331.1549716)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(37.522579), np.float64(-77.433474)), 'dist': 546102, 'time': 25395, 'bat': np.float64(2583327534.920737)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(38.97776), np.float64(-77.438304)), 'dist': 405881, 'time': 19048, 'bat': np.float64(1934165292.2495136)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.811305), np.float64(-74.96135)), 'dist': 155144, 'time': 7756, 'bat': np.float64(716122129.9701142)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.122009), np.float64(-74.856644)), 'dist': 125426, 'time': 6312, 'bat': np.float64(566775567.5038005)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.787689), np.float64(-76.453971)), 'dist': 306725, 'time': 15872, 'bat': np.float64(1444395840.628119)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.237004), np.float64(-77.038235)), 'dist': 319662, 'time': 14952, 'bat': np.float64(1553645079.3109796)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.662033), np.float64(-70.949338)), 'dist': 330093, 'time': 16159, 'bat': np.float64(1519089463.5404618)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(43.174856), np.float64(-71.485967)), 'dist': 417415, 'time': 20331, 'bat': np.float64(1949874230.570632)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.157378), np.float64(-77.349123)), 'dist': 360804, 'time': 16313, 'bat': np.float64(1792945706.078855)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.966439), np.float64(-76.534294)), 'dist': 360900, 'time': 16744, 'bat': np.float64(1778443242.1012998)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.087252), np.float64(-76.095113)), 'dist': 240434, 'time': 11634, 'bat': np.float64(1150689581.2744772)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.102397), np.float64(-75.839707)), 'dist': 287981, 'time': 13447, 'bat': np.float64(1437433353.8527117)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.860729), np.float64(-75.27151)), 'dist': 137412, 'time': 7158, 'bat': np.float64(688875086.9182073)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.922551), np.float64(-78.628437)), 'dist': 599021, 'time': 27843, 'bat': np.float64(2901112090.9762454)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.191991), np.float64(-74.794534)), 'dist': 109198, 'time': 6104, 'bat': np.float64(475002048.6878797)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.387923), np.float64(-74.085991)), 'dist': 77672, 'time': 4558, 'bat': np.float64(329419954.2874359)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.247319), np.float64(-74.24322)), 'dist': 83516, 'time': 4706, 'bat': np.float64(371044533.57190907)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.989815), np.float64(-74.258336)), 'dist': 129416, 'time': 6655, 'bat': np.float64(585651958.2677202)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.554634), np.float64(-72.107836)), 'dist': 211484, 'time': 10591, 'bat': np.float64(972900232.8040575)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.3634), np.float64(-75.730103)), 'dist': 205539, 'time': 10231, 'bat': np.float64(998477167.5116644)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.294864), np.float64(-72.899122)), 'dist': 124282, 'time': 6742, 'bat': np.float64(543598747.6740959)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.983441), np.float64(-78.91425)), 'dist': 619267, 'time': 29175, 'bat': np.float64(2962645520.9544196)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(44.590314), np.float64(-69.289139)), 'dist': 655974, 'time': 30451, 'bat': np.float64(3123635361.0300303)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.27102), np.float64(-78.83327)), 'dist': 485574, 'time': 22464, 'bat': np.float64(2505479163.9003005)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.450231), np.float64(-76.415776)), 'dist': 233784, 'time': 10997, 'bat': np.float64(1150206463.322103)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.660766), np.float64(-75.693486)), 'dist': 212436, 'time': 10096, 'bat': np.float64(999973070.053989)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.317115), np.float64(-76.531988)), 'dist': 301711, 'time': 14110, 'bat': np.float64(1426426703.2718227)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.055995), np.float64(-76.327723)), 'dist': 269239, 'time': 12271, 'bat': np.float64(1317558637.5788078)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.315531), np.float64(-75.753889)), 'dist': 217807, 'time': 10307, 'bat': np.float64(1102602244.5969718)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.724957), np.float64(-76.317177)), 'dist': 241103, 'time': 11627, 'bat': np.float64(1270612308.9157987)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.938929), np.float64(-78.823213)), 'dist': 608808, 'time': 28734, 'bat': np.float64(2918223491.800038)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(43.062221), np.float64(-73.822235)), 'dist': 298884, 'time': 14223, 'bat': np.float64(1417840147.86818)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.744271), np.float64(-75.218923)), 'dist': 126313, 'time': 6587, 'bat': np.float64(597761400.4956167)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.838387), np.float64(-77.787831)), 'dist': 383876, 'time': 17344, 'bat': np.float64(1944461946.7757668)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.821725), np.float64(-75.240765)), 'dist': 169846, 'time': 8202, 'bat': np.float64(789588573.0516089)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.125042), np.float64(-78.765941)), 'dist': 470331, 'time': 20648, 'bat': np.float64(2430992058.9075146)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.974852), np.float64(-76.723959)), 'dist': 303825, 'time': 14094, 'bat': np.float64(1467975280.3282685)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.23601), np.float64(-77.122908)), 'dist': 303286, 'time': 14138, 'bat': np.float64(1474255204.146193)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.497643), np.float64(-76.169957)), 'dist': 265751, 'time': 12542, 'bat': np.float64(1247892698.8860664)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(42.251305), np.float64(-71.805502)), 'dist': 275830, 'time': 13504, 'bat': np.float64(1310734486.2800987)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(43.970783), np.float64(-70.609685)), 'dist': 543733, 'time': 25664, 'bat': np.float64(2578266519.2554407)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(43.139294), np.float64(-77.666717)), 'dist': 518686, 'time': 24967, 'bat': np.float64(2458455053.3498864)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(43.120271), np.float64(-76.220444)), 'dist': 419113, 'time': 19501, 'bat': np.float64(2016662450.9724364)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.805695), np.float64(-73.880803)), 'dist': 18043, 'time': 1295, 'bat': np.float64(67107766.43106192)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.334523), np.float64(-78.900235)), 'dist': 494713, 'time': 22996, 'bat': np.float64(2450465593.2874637)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.944688), np.float64(-76.793636)), 'dist': 312061, 'time': 14800, 'bat': np.float64(1494912913.817224)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(38.472406), np.float64(-78.878672)), 'dist': 571593, 'time': 25499, 'bat': np.float64(2898593366.91762)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(36.755694), np.float64(-76.224619)), 'dist': 584257, 'time': 28734, 'bat': np.float64(2686685038.239918)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(43.182787), np.float64(-71.495001)), 'dist': 415917, 'time': 20239, 'bat': np.float64(1938107631.3075416)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.103618), np.float64(-77.133408)), 'dist': 371209, 'time': 17430, 'bat': np.float64(1776369563.1908417)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.147778), np.float64(-75.498889)), 'dist': 272698, 'time': 12848, 'bat': np.float64(1283660048.657037)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.572621), np.float64(-75.053406)), 'dist': 191933, 'time': 9230, 'bat': np.float64(898400767.0913184)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.931182), np.float64(-72.597616)), 'dist': 202839, 'time': 10211, 'bat': np.float64(932981934.9626894)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(44.680358), np.float64(-72.36351)), 'dist': 569741, 'time': 27201, 'bat': np.float64(2761700493.077151)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.224956), np.float64(-74.774461)), 'dist': 228653, 'time': 11043, 'bat': np.float64(1061127954.6750262)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(38.485467), np.float64(-75.823919)), 'dist': 363264, 'time': 17692, 'bat': np.float64(1675027062.1155937)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.052532), np.float64(-74.851683)), 'dist': 247131, 'time': 11580, 'bat': np.float64(1162498617.3107355)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(43.067075), np.float64(-77.306664)), 'dist': 490289, 'time': 23644, 'bat': np.float64(2321426354.5187745)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.1216), np.float64(-75.29016)), 'dist': 164032, 'time': 7913, 'bat': np.float64(787456245.0429692)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.75717), np.float64(-73.76397)), 'dist': 18064, 'time': 1224, 'bat': np.float64(73639686.15064292)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.67626), np.float64(-74.24808)), 'dist': 35558, 'time': 2438, 'bat': np.float64(145391815.01924363)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.07986), np.float64(-75.58099)), 'dist': 170557, 'time': 8355, 'bat': np.float64(946320863.564197)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(40.75402), np.float64(-73.9493)), 'dist': 6172, 'time': 660, 'bat': np.float64(18532096.225115813)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.89222), np.float64(-70.90753)), 'dist': 328316, 'time': 16473, 'bat': np.float64(1500260196.0651653)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.4528), np.float64(-76.31311)), 'dist': 275518, 'time': 12902, 'bat': np.float64(1305155562.2514508)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(41.04002), np.float64(-74.06268)), 'dist': 51359, 'time': 3151, 'bat': np.float64(242883413.53612766)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(36.77966), np.float64(-76.23317)), 'dist': 581765, 'time': 28592, 'bat': np.float64(2675027240.454147)}","{'pt1': (np.float64(40.718037), np.float64(-73.932309)), 'pt2': (np.float64(39.45187), np.float64(-75.0998)), 'dist': 208793, 'time': 10120, 'bat': np.float64(964465386.408928)}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
