src,dst,pt1_lat,pt1_lon,pt2_lat,pt2_lon,dist,time,bat
5,36,32.76662,-96.807086,32.68081,-97.087869,36161.0,1605.0,
5,37,32.76662,-96.807086,35.490972,-98.967096,465897.0,18434.0,
5,38,32.76662,-96.807086,35.838731,-94.631014,459682.0,19562.0,
5,39,32.76662,-96.807086,35.106478,-92.43572,553921.0,21475.0,
5,40,32.76662,-96.807086,31.499498,-97.173412,159324.0,6426.0,
5,41,32.76662,-96.807086,32.645801,-96.840907,16760.0,872.0,
5,42,32.76662,-96.807086,32.598649,-97.317542,66152.0,2923.0,
5,43,32.76662,-96.807086,29.797098,-95.267537,387680.0,15517.0,
5,44,32.76662,-96.807086,29.779825,-95.881549,418177.0,16648.0,
5,45,32.76662,-96.807086,32.4532,-94.706348,207721.0,8120.0,
5,46,32.76662,-96.807086,35.395749,-97.267868,341595.0,13609.0,
5,47,32.76662,-96.807086,32.917907,-96.419128,41721.0,1991.0,
5,48,32.76662,-96.807086,29.31101,-98.617826,456779.0,18317.0,
5,49,32.76662,-96.807086,35.189976,-101.706309,572589.0,22860.0,
5,50,32.76662,-96.807086,29.560871,-95.888031,446641.0,18161.0,
5,51,32.76662,-96.807086,32.448848,-100.439583,362470.0,14253.0,
5,52,32.76662,-96.807086,32.441468,-93.765558,298970.0,11967.0,
5,53,32.76662,-96.807086,29.944217,-95.522266,372890.0,14869.0,
